match_title,open_date,sales_amount,sales_share,audience_count,screen_count,kobis_search_year,kobis_rank,kobis_movie_code,kobis_movie_type,tmdb_rank,tmdb_original_title,tmdb_release_date,tmdb_release_year,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,tmdb_genre_ids,tmdb_genres,tmdb_runtime,tmdb_tagline,tmdb_budget,tmdb_revenue,tmdb_production_companies,tmdb_cast,tmdb_directors,tmdb_keywords,tmdb_poster_url
희생부활자,2017-10-12,2515479835,0.3,323628,781,2017,46,20154907,전체,630,희생부활자,2017-10-12,2017,1.2262,5.6,24,53|9648|28,스릴러|미스터리|액션,91,"7년 전, 죽은 엄마가 살아 돌아왔다",0,0,New World|Barunson E&A|Showbox,김래원(Seo Jin-hong)|김해숙(Choi Myeong-sook)|성동일(Son Yeong-tae)|전혜진(Lee Soo-hyeon)|장영남(Hee-jung)|이지원(Myeong Eun-ji)|오대환(Detective Go)|이준혁(Brother-in-law)|전광진(Detective)|Lee Yu-mi(Macau RV 1),곽경택,"busan, south korea",https://image.tmdb.org/t/p/original/yfPY1qkwP8soA3E0zETdBecZgSO.jpg
판도라,2016-12-07,2109062900,0.2,269781,1166,2017,47,20144641,전체,177,판도라,2016-12-07,2016,2.9264,7.539,506,53|18|28,스릴러|드라마|액션,136,대한민국이 위험하다!,13938145,30169000,Next Entertainment World|CAC Entertainment,김남길(Jae-hyuk)|김주현(Yeon-joo)|김명민(President)|이경영(Prime Minister)|김영애(Mrs. Seok)|정진영(Pyung-sub)|문정희(Jeong-hye)|Bae Gang-Yoo(Min-jae)|김대명(Gil-seop)|유승목(Mr. Kam),Park Jung-woo,"small town|corruption|panic|earthquake|nuclear power plant|tragedy|disaster|explosion|tearjerker|nuclear fallout|nuclear catastrophe|busan, south korea|south korea",https://image.tmdb.org/t/p/original/a1OakqMoPYvSCBFPc6F8nhI2qu.jpg
미옥,2017-11-09,1897705564,0.2,238587,635,2017,49,20161681,전체,426,미옥,2017-11-09,2017,1.8291,6.0,28,28|80,액션|범죄,91,“이번이 정말 마지막이야”,0,0,Kidari ENT,김혜수(Hyun-jung)|이선균(Sang-hoon)|이희준(Dae-sik)|최무성(President Kim)|김민석(Joo-hwan)|오하늬(Wei)|금광산(Boss)|이현걸(Man)|김소숙|Guk Joong-woong(President Kim),Lee An-kyu,neo-noir,https://image.tmdb.org/t/p/original/hNZVUesuTFMW5gd50waxIDtyh2u.jpg
신과함께-인과 연,2018-08-01,102666146909,11.3,12274996,2235,2018,1,20186202,전체,68,신과함께-인과 연,2018-08-01,2018,5.2443,8.047,750,28|12|14|53,액션|모험|판타지|스릴러,141,"이승과 저승, 현재와 과거를 오가는 천 년의 비밀이 밝혀진다",18300000,112790210,Lotte Entertainment|Dexter Studios|Realies Pictures|Union Investment Partners|Korean Film Council|Art Service|Alpha Pictures,하정우(Gang-rim)|주지훈(Hae Won-maek)|김향기(Deok-choon)|마동석(Sung-ju / Household God)|김동욱(Kim Su-hong)|이정재(King Yeomra)|조한철(Prosecutor)|임원희(Prosecutor)|남일우(Heo Choon-sam)|정지훈(Heo Hyun-dong),김용화,afterlife|hell|trial|based on comic|god|grim reaper|myth|goryeo dynasty|based on webcomic or webtoon,https://image.tmdb.org/t/p/original/2ETx0U2Q5gUHtPJZiQ3hakTqyaR.jpg
신과함께-죄와 벌,2017-12-20,47348157705,5.2,5871259,1912,2018,2,20150976,전체,57,신과함께-죄와 벌,2017-12-20,2017,6.2449,8.036,1184,28|12|18|14|53,액션|모험|드라마|판타지|스릴러,139,"누구나 가지만 아무도 본 적 없는 곳, 새로운 세계의 문이 열린다!",18300000,125983972,Lotte Entertainment|Dexter Studios|Realies Pictures|Korean Film Council|Alpha Pictures|kth|Union Investment Partners,하정우(Gang-rim)|차태현(Kim Ja-hong)|주지훈(Hae Won-maek)|김향기(Deok-choon)|이정재(King Yeomra)|김동욱(Kim Su-hong)|예수정(Ja-hong's Mother)|오달수(Prosecutor)|임원희(Prosecutor)|성유빈(Young Kim Ja-hong),김용화,afterlife|hell|trial|based on comic|god|grim reaper|bromance|myth|based on webcomic or webtoon,https://image.tmdb.org/t/p/original/z54zrEXAKd5u1SCPNOIAKgvGXte.jpg
안시성,2018-09-19,46335334026,5.1,5440186,1540,2018,3,20176122,전체,254,안시성,2018-09-19,2018,3.2511,6.8,189,10752|36|28,전쟁|역사|액션,135,우리는 물러서는 법을 배우지 못했다!,13305000,41509280,Soojak Film|Studio & New|Motive Pictures,"조인성(Ansi Fortress General Yang Man-chun)|남주혁(Sa-mool, Taehak-do Head)|박성웅(Li Shimin, Emperor Taizong of Tang)|배성우(Ansi Fortress Aide-de-camp Choo Su-ji)|엄태구(Horse Commanding General Pa-so)|김설현(Commanding General Baek Ha)|박병은(Returned Government Head Poong)|오대환(Battle-axes and Halberds Head Hwal-bo)|정은채(Si-mi)|유오성(Yeon Gaesomun)",Kim Kwang-sik,"siege|tang dynasty|fortress|ancient korea|chinese invasion of korea|kingdom of goguryeo, korea|tang dinasty, china|stronghold|7th century",https://image.tmdb.org/t/p/original/buZA2PJAIHxDBby6vYGgvcYpaxH.jpg
완벽한 타인,2018-10-31,44350807074,4.9,5293435,1313,2018,4,20177538,전체,620,완벽한 타인,2018-10-31,2018,1.483,7.2,59,18|35,드라마|코미디,115,핸드폰을 공개하면 모든 비밀이 드러난다,0,0,Lotte Entertainment|Film Monster|CJ Entertainment|Drama House|JTBC Studios,유해진(Tae-soo)|조진웅(Seok-ho)|이서진(Joon-mo)|염정아(Soo-hyun)|김지수(Ye-jin)|송하윤(Se-kyung)|윤경호(Young-bae)|지우(So-young)|최유화(Chae-young (voice))|이순재(Young-bae's Father (voice)),JQ Lee,friendship|remake|dinner|phone|phone game,https://image.tmdb.org/t/p/original/9lhxidWwP7iIyw1Zax9gUtdFZXT.jpg
1987,2017-12-27,42911577108,4.7,5289561,1299,2018,5,20170590,전체,330,1987,2017-12-27,2017,2.4921,8.047,179,18|36|53,드라마|역사|스릴러,129,"한 사람이 죽고, 모든 것이 변화하기 시작했다",12308000,49380115,CJ Entertainment|Woojeong Film,김윤석(Park Cheo-won)|하정우(Prosecutor Choi Hwan)|유해진(Han Byung-yong)|김태리(Yeon-hee)|박희순(Detective Jo Han-kyung)|이희준(Reporter Yoon Sang-sam)|설경구(Kim Jung-nam)|여진구(Park Jong-chul)|강동원(Lee Han-yeol)|문성근(Jang Se-dong),장준환,"students' movement|protest|democracy|military dictatorship|historical event|student protest|communism|1980s|democratization movement|south korea|seoul, south korea",https://image.tmdb.org/t/p/original/mO55nkEFrI2EVdjxx0asaOGtHfa.jpg
독전,2018-05-22,43484892913,4.8,5063620,1357,2018,6,20179383,전체,111,독전,2018-05-22,2018,3.8781,7.2,188,80|28|53,범죄|액션|스릴러,123,"아시아 최대 마약 조직, 실체 없는 적을 추적하라",0,0,Yong Film|Next Entertainment World|Kidari ENT|Contents Panda,조진웅(Won-ho)|류준열(Seo Young-rak)|김주혁(Jin Ha-rim)|차승원(Brian)|김성령(Oh Yeon-ok)|박해준(Park Seon-chang)|남문철(Department Head)|서현우(Jeong-il)|강승현(So-yeon)|정준원(Deok-cheon),이해영,drug dealer|remake|drug cartel|undercover cop|criminal mastermind|kingpin|master villain|mysterious past|drug manufacturing,https://image.tmdb.org/t/p/original/uKrVg8dQUiXCR6Wf1yx573ElFT1.jpg
공작,2018-08-08,42788691176,4.7,4974512,1317,2018,7,20179101,전체,143,공작,2018-08-08,2018,3.3622,7.374,219,18|36|53,드라마|역사|스릴러,137,"북으로 간 스파이, 암호명 흑금성",17000000,3175,Sanai Pictures|Moonlight Film|CJ Entertainment,황정민(Heuk Geum-seong / Park Seok-yeong)|이성민(Ri Myeong-woon)|조진웅(Choi Hak-seong)|주지훈(Section Chief Jeong Moo-taek)|정소리(Lee Hong-seol)|김홍파(Kim Myung-soo)|기주봉(President Kim Jong-il)|김응수(Department Head Kim)|Chae Yong(Hwang Byeong-cheol)|박성웅(Han Chang-joo),윤종빈,"undercover agent|spy|based on true story|political campaign|beijing, china|nuclear threat|political corruption|1990s|2000s|inter-korean relations|national intelligence service (nis)",https://image.tmdb.org/t/p/original/uTiYfP9ESTHl1tHw2VJzqdxEtvF.jpg
암수살인,2018-10-03,32995138548,3.6,3789321,1177,2018,8,20179189,전체,425,암수살인,2018-10-03,2018,2.0242,6.611,90,80|18,범죄|드라마,110,"피해자는 있지만 신고도, 시체도, 수사도 없어 세상에 알려지지 않은 살인사건, 암수살인.",7120949,29433930,Film 295|Blossom Pictures|Showbox,김윤석(Kim Hyeong-min)|주지훈(Kang Tae-oh)|문정희(Kim Soo-min)|진선규(Detective Jo)|정종준(Chief of Crime Department)|허진(Ji-hee's Grandmother)|김중기(Lawyer)|김영웅(Jeong-bong)|정기섭(Detective Han)|김미화(Hair Salon Manager),김태균,"murder|serial killer|police detective|murder trial|busan, south korea|disappeared corpse",https://image.tmdb.org/t/p/original/j2DhCOOfTv3xCLELreArzea9tRJ.jpg
국가부도의 날,2018-11-28,30845862137,3.4,3747952,1180,2018,9,20177552,전체,394,국가부도의 날,2018-11-28,2018,2.2089,6.836,64,18|36,드라마|역사,114,"모든 투자자들은 한국을 떠나라, 지금 당장",0,0,Zip Cinema|CJ Entertainment,김혜수(Han Si-hyun)|유아인(Yoon Jung-hak)|허준호(Gap-su)|조우진(Vice-Minister of Finance)|뱅상 카셀(IMF Managing Director)|김홍파(New Senior Secretary for Economic Affairs)|엄효섭(Senior Secretary for Economic Affairs)|권해효(The President of the Bank)|조한철(Lee Dae-hwan)|류덕환(Orange),최국희,"bank|based on true story|finances|economy|financial crisis|stock market|government official|economic crisis|1990s|south korea|seoul, south korea",https://image.tmdb.org/t/p/original/rk4AuqG73R4xNcILdP0Ot7UWzO9.jpg
그것만이 내 세상,2018-01-17,27441213382,3.0,3417629,862,2018,10,20176104,전체,352,그것만이 내 세상,2018-01-17,2018,2.0597,8.042,48,18|35,드라마|코미디,120,"살아온 곳도, 잘하는 일도, 좋아하는 것도 다른  두 형제가 만났다!",0,0,CJ Entertainment|JK Film,이병헌(Kim Jo-ha)|윤여정(In-sook)|박정민(Jin-tae)|한지민(Ga-yool)|김성령(Ms. Hong)|최리(Soo-jung)|백현진(Dong-soo)|황석정(Chief Kang)|박지연(Yougn In-sook)|문숙(Bok-ja),최성현,pianist,https://image.tmdb.org/t/p/original/sK9nfItvaOutyiSXOlcZ1lMO6yf.jpg
마녀,2018-06-27,27242029463,3.0,3189091,1117,2018,11,20185341,전체,28,마녀,2018-06-27,2018,11.3536,7.919,740,28|878,액션|SF,125,그들이 나타난 후 모든 것이 바뀌었다,5500000,24340302,Peppermint & Company|Warner Bros. Korea|Goldmoon Film|Finecut|Huayi Tencent Entertainment|Union Investment Partners,김다미(Ja-yoon)|조민수(Dr. Baek)|박희순(Choi)|최우식(Nobleman)|고민시(Myung-hee)|최정우(Mr. Koo)|오미희(Mrs. Koo)|김병옥(Chief Do)|정다은(Long Hair)|이주원(President Seong),박훈정,amnesia|supernatural|psychological thriller|hidden identity|supernatural power|extreme violence|science experiment|human experimentation,https://image.tmdb.org/t/p/original/abWjmAyjSWqNo6C5ty3UZTZIYDz.jpg
너의 결혼식,2018-08-22,23676244369,2.6,2820969,962,2018,13,20153446,전체,474,너의 결혼식,2018-08-22,2018,2.0675,7.524,188,10749|18,로맨스|드라마,110,기억하나요? 당신의 첫사랑,0,20895905,Filmmaker R&K|filmK|Plus M Entertainment,박보영(Hwan Seung-hee)|김영광(Hwang Woo-yeon)|강기영(Ok Geun-nam)|고규필(Gu Kong-ja)|장성범(Choi Soo-pyo)|차엽(Lee Taek-gi)|서은수(Park Min-kyung)|배해선(Seung-hee's Mother)|안길강(Woo-yeon's Father)|신소율(So-jung),Lee Seok-geun,wedding|first love,https://image.tmdb.org/t/p/original/oOzH5nyyHMMDlwOAupnn4itIgCL.jpg
곤지암,2018-03-28,21442114144,2.4,2675559,1124,2018,14,20180804,전체,20,곤지암,2018-03-28,2018,12.4295,7.28,922,27|9648,공포|미스터리,94,가지 말라는 곳에는 반드시 이유가 있다,0,21041950,Hive Media Corp,위하준(Ha-jun)|박지현(Ji-hyun)|오아연(Ah-yeon)|문예원(Charlotte)|박성훈(Sung-hoon)|이승욱(Seung-wook)|Yoo Je-yoon(Je-yoon)|박지아(Hospital Director)|주예빈(Ghost),정범식,asylum|camera|insane asylum|crew|paranormal|psychiatric hospital|paranormal investigation|ghost|found footage|horror filmmaking|paranormal activity|haunted attractions|haunted hospital|terror|livestream|pseudo-documentary|frightened|found footage adjacent,https://image.tmdb.org/t/p/original/llj8dIkLSHOG1X7aFXims2IaCU5.jpg
지금 만나러 갑니다,2018-03-14,20800916128,2.3,2602273,1163,2018,15,20170669,전체,213,지금 만나러 갑니다,2018-03-14,2018,2.5315,8.2,222,10749|18|14,로맨스|드라마|판타지,131,"세상을 떠난 그녀가 다시 돌아왔다, 모든 기억을 잃은 채",0,18588844,Lotte Entertainment|Movierock|Studio By The Library|Green Tree Pictures,소지섭(Woo-jin)|손예진(Soo-a)|Kim Ji-hwan(Young Ji-ho)|고창석(Hong-gu)|이준혁(Swimming Instructor)|손여은(Hyun-jung)|이유진(Young Woo-jin)|김현수(Young Soo-a)|배유람(Young Hong-goo)|서정연(Seo-bin's Mother),이장훈,amnesia|based on novel or book|resurrection|remake|bromance|tearjerker|first love|calm|mother son relationship|death of a loved one|earnest|gentle,https://image.tmdb.org/t/p/original/lO1P2NinwyzoP0z6uF2qR5SHSOP.jpg
목격자,2018-08-15,21733771597,2.4,2524333,1021,2018,16,20170670,전체,445,목격자,2018-08-15,2018,2.1233,6.731,104,53|80,스릴러|범죄,111,"살인을 목격한 순간, 나는 놈의 다음 타겟이 되었다.  단 1초도 멈출 수 없는 추격이 시작된다!",5956440,0,AD406|Next Entertainment World,이성민(Sang-hoon)|김상호(Officer Jae-yeop)|진경(Soo-jin)|곽시양(Tae-ho)|Bae Jung-hwa(Seo-yeon)|신승환(Sang-tae)|정유민(Hee-won)|연제욱(Cola)|황영희(Women's Society President)|손종학(Squad Chief Choi),Cho Kyu-jang,witness|murder|serial killer|animal abuse|bystander effect,https://image.tmdb.org/t/p/original/g19rot2PyNKuldAD1IrMic1lYua.jpg
조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822724764,2.2,2444123,1249,2018,17,20179205,전체,569,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2018,1.4862,6.267,15,35|80|28|9648,코미디|범죄|액션|미스터리,120,“범인은 뭔가 말하고 싶어한다. 그렇다면 이것은 … 예고살인?!”,0,18603476,Generation Blue Films|Showbox,김명민(Kim Min)|오달수(Han Seo-pil)|김지원(Yeo-joo)|이민기(Heukdopo)|김범(Cheon-moo)|박근형(Kim Shin)|우현(Mr. Bang)|윤상훈(Young Kim Shin)|장률(Choi Jae-kyung)|김정화(Choi Jae-hee),김석윤,detective|joseon dynasty (1392–1910),https://image.tmdb.org/t/p/original/ptsksFFZYHoWiQNLypvXEgWdcR7.jpg
명당,2018-09-19,17900775524,2.0,2087474,1117,2018,18,20172204,전체,597,명당,2018-09-19,2018,1.7225,7.158,19,18|36,드라마|역사,126,"명당이란, 운명을 바꿀 수 있는 땅의 기운이다!",0,64147,Jupiter Film|Plus M Entertainment|LiTTLE BiG PiCTURES,조승우(Park Jae-sang)|지성(Heung-seon)|김성균(Kim Byung-gi)|백윤식(Kim Jua-guen)|문채원(Cho-seon)|유재명(Goo Yong-sik)|박충선(Jung Man-in)|이원근(King Heon-jong)|김민재(Crown Prince Hyo-myeong)|강태오(Won-kyung),박희곤,joseon dynasty (1392–1910),https://image.tmdb.org/t/p/original/fpFucJQ5eGlSE0v4PaZ2TOijxO5.jpg
협상,2018-09-19,17032133166,1.9,1967721,919,2018,19,20177308,전체,334,협상,2018-09-19,2018,2.2425,7.064,163,80|28|53,범죄|액션|스릴러,114,일생일대의 협상이 시작된다!,0,15229193,JK Film|CJ Entertainment,손예진(Ha Chae-yoon)|현빈(Min Tae-gu)|김상호(Ahn Hyeok-soo)|장영남(Section Chief Han)|장광(Hwang Soo-suk)|조영진(Chairman Koo)|김종구(CEO Yoon)|김민상(Deputy Department Head Park)|한기중(Lieutenant General Son)|유연수(Chief Moon of National Police Agency),이종석,kidnapping|hostage negotiator|negotiation,https://image.tmdb.org/t/p/original/imd5SWNlfs0uoaDftLvb9ZlgLKr.jpg
마약왕,2018-12-19,15784724552,1.7,1813594,1297,2018,20,20168773,전체,146,마약왕,2018-12-19,2018,3.3488,6.35,160,80|28|18,범죄|액션|드라마,139,"국가는 범죄자, 세상은 왕이라 불렀다",0,0,Hive Media Corp|Showbox,송강호(Lee Doo-sam)|조정석(Kim In-goo)|배두나(Kim Jeong-ah)|김소진(Seong Sook-kyeong)|김대명(Lee Doo-hwan)|이성민(Seo Sang-hoon)|이희준(Choi Jin-pil)|조우진(Jo Seong-gang)|윤제문(Kim Soon-pyeong)|송영창(UN Ambassador),우민호,"drug dealer|drug abuse|drug trafficking|1970s|yakuza|based on true story|osaka, japan|police corruption|drug lord|political corruption|1980s|busan, south korea|jeweller",https://image.tmdb.org/t/p/original/vXqDNIp7CrUpkcBc8eMBtDPch4J.jpg
창궐,2018-10-25,13275772490,1.5,1599290,1351,2018,21,20174981,전체,195,창궐,2018-10-25,2018,2.9047,6.8,233,28|27|18|14,액션|공포|드라마|판타지,122,야귀떼가 온 세상을 집어삼켰다!,0,0,Leeyang Film|Rear Window|Next Entertainment World|VAST Entertainment,현빈(Prince Lee Cheong)|장동건(Kim Ja-joon)|조우진(Park Eul-ryong)|정만식(Hak-soo)|이선빈(Deok-hee)|김의성(King Lee Jo)|김태우(Crown Prince Lee Yeong)|조달환(Monk Dae-gil)|박진우(Man-bo)|서지혜(Lady Jo),김성훈,zombie|palace intrigue|17th century|joseon dynasty (1392–1910)|ancient korea|qing dynasty,https://image.tmdb.org/t/p/original/A8QCte7PN05efdQN8GUaKJfHqtT.jpg
성난황소,2018-11-22,13236490737,1.5,1593386,1010,2018,22,20184481,전체,178,성난황소,2018-11-22,2018,3.4883,7.4,205,80|28|53|35,범죄|액션|스릴러|코미디,116,느낌 오지? 잘못 건드린 거,0,9512390,BA Entertainment|PLUSMedia Entertainment|Showbox,마동석(Kang Dong-chul)|송지효(Ji-soo)|김성오(Ki-tae)|김민재(Gomsajang)|박지환(Choon-sik)|이성우(Doo-sik)|Bae Noo-ri(So-yeon)|임형준(Choi Joong-yeon)|정해균(Union Representative)|김원해(Sun-joo),Kim Min-ho,gangster,https://image.tmdb.org/t/p/original/xiVHlQ4aUyeQQFngyGEounzcYlX.jpg
도어락,2018-12-05,12792097886,1.4,1559616,954,2018,23,20179230,전체,439,도어락,2018-12-05,2018,1.8347,7.399,169,53|80|9648,스릴러|범죄|미스터리,102,"혼자 사는 원룸, 이곳에 누군가 숨어있다!",0,11,Plus M Entertainment|Studio Pieona,공효진(Jo Kyeong-min)|김예원(Oh Hyo-joo)|김성오(Detective Lee)|조복래(Kim Gi-jeong)|이가섭(Han Dong-hoon)|이천희(Kim Sung-ho)|한지은(Kang Seung-hye)|김재화(Assistant Manager Park)|김광규(Deputy Head of Department)|차엽(Detective),Lee Kwon,,https://image.tmdb.org/t/p/original/AbQGbP8QsUse2LuEh0zkWwU14Pq.jpg
리틀 포레스트,2018-02-28,11924818185,1.3,1505560,884,2018,24,20170841,전체,293,리틀 포레스트,2018-02-28,2018,2.5169,7.613,177,18,드라마,103,모든 것이 괜찮은 청춘들의 아주 특별한 사계절 이야기,0,0,Watermelon Pictures|Plus M Entertainment,김태리(Hye-won)|문소리(Hye-won's Mother)|류준열(Jae-ha)|진기주(Eun-sook)|전국향(Bok-sun)|박원상(Postman)|정준원(Hoon)|전상진(NACF employee)|옥수분(NACF employee)|Jang Jae-hee(Young Hye-won),임순례,friendship|countryside|cooking|agriculture|slice of life|rural area|food|based on manga|nature|gardening|woman director|horticulture|mother daughter relationship|korean cuisine,https://image.tmdb.org/t/p/original/adoiOpcuBUKeEqfzLqY47VBZN86.jpg
골든슬럼버,2018-02-14,11412768798,1.3,1387508,833,2018,25,20168250,전체,308,골든슬럼버,2018-02-14,2018,2.1164,6.694,54,28|53,액션|스릴러,108,"아무도 믿지 마, 그리고 반드시 살아남아",0,0,CJ Entertainment|Zip Cinema|Stone Comics Entertainment,강동원(Kim Gun-woo)|김의성(Mr. Min)|유재명(General Manager Hwang)|한효주(Jun Sun-yung)|김성균(Choi Geum-cheol)|김대명(Jang Dong-gyoo)|윤계상(Mu-yeol)|김유정(Soo-ah)|최우식(Joo-ho)|정소민(Yoo-mi),Noh Dong-seok,political assassination|black ops|government conspiracy|pop group|delivery man|manhunt,https://image.tmdb.org/t/p/original/2SIyjVUgP4VJlrFF19geiDhsnK7.jpg
스윙키즈,2018-12-19,10308565602,1.1,1258811,984,2018,28,20175547,전체,488,스윙키즈,2018-12-19,2018,1.856,8.131,84,18|10752,드라마|전쟁,133,온 세상을 들썩이게 할 그들이 온다!,0,0,Annapurna Films|Next Entertainment World,도경수(Roh Ki-soo)|Jared Grimes(Jackson)|박혜수(Yang Pan-rae)|오정세(Kang Byung-sam)|김민호(Xiao Fang)|Ross Kettle(Brigadier General Roberts)|A.J. Simmons(Jamie)|송재룡(Sam-sik)|이규성(Man-chul)|이다윗(Kwang-kuk),강형철,prisoner of war|korean war (1950-53)|tap dancing|based on play or musical|inter-korean relations,https://image.tmdb.org/t/p/original/yjG6G1Mn9M2ZoAW9oAav7ZxCyW8.jpg
바람 바람 바람,2018-04-05,9784385375,1.1,1194229,985,2018,29,20153447,전체,838,바람 바람 바람,2018-04-05,2018,1.441,6.7,29,35,코미디,100,"왜 사랑을 해도, 결혼을 해도 외로운 거죠?",0,0,Next Entertainment World|Hive Media Corp,이성민(Seok-geun)|신하균(Bong-soo)|송지효(Mi-young)|이엘(Jenny)|장영남(Dam-deok)|고준(Hyo-bong)|양현민(Beom-su)|이하늬(A Billiard Clerk)|Han Eun-sun(A Woman in Her 30s)|유아름(A Woman in Her 40s),이병헌,daegu,https://image.tmdb.org/t/p/original/qefZ91Q99uf9bwrMOE7bb16ks4N.jpg
PMC: 더 벙커,2018-12-26,9704247367,1.1,1179031,1081,2018,30,20170658,전체,480,PMC: 더 벙커,2018-12-26,2018,2.0,6.886,123,28|53,액션|스릴러,124,"현 시간부로 작전 변경, 오직 생존을 위한 사투가 시작된다",0,0,CJ Entertainment|Perfect Storm Film,하정우(Ahab)|이선균(Yoon Ji-eui)|제니퍼 엘(L'agent Mackenzie)|케빈 듀랜드(Markus)|강신철(Choi Yi-hyeon)|Spencer Daniels(Logan)|Malik Yoba(Gerald)|Julian Juaquin(Jose)|Jorge-Luis Pallo(Pedro)|Jeff Bosley(Dmitri),김병우,missile|bunker|mercenary|parachute|missile threat|dmz|private military company|inter-korean relations,https://image.tmdb.org/t/p/original/wFT385EamvefX5pbE54ol5i01AA.jpg
챔피언,2018-05-01,9471138230,1.0,1128774,874,2018,31,20189783,전체,407,챔피언,2018-05-01,2018,2.0968,6.636,44,18|35,드라마|코미디,108,“나한테는 팔씨름 밖에 없었어… 나 믿어!”,0,8974547,Warner Bros. Korea|Finecut|Core Corner|Huayi Tencent Entertainment|SM Life Design Group,마동석(Mark)|권율(Jin-ki)|한예리(Soo-jin)|Choi Seung-hoon(Joon-hyung)|Ok Ye-rin(Joon-hee)|손숙(Mark's Mother)|John D. Michaels(Fight Announcer)|카슨 앨런(Announcer)|이규호(Punch)|데렉 쉬나르(Club Goer),김용완,friendship|competition|bromance|family|family reunion|arm wrestling|strongman|heartwarming,https://image.tmdb.org/t/p/original/lDhTfKfhLyfoYpdoN0WvMthgeus.jpg
염력,2018-01-31,7484644112,0.8,990104,1099,2018,32,20168323,전체,260,염력,2018-01-31,2018,2.4087,6.295,337,14|28,판타지|액션,101,이번엔 초능력이다!,0,0,RedPeter Films|Next Entertainment World,류승룡(Shin Suk-hun)|심은경(Shin Roo-mi)|박정민(Kim Jeong-hyeon)|김민재(President Min)|정유미(Director Hong)|유승목(Mr. Kim)|김영선(Roo-mi's Mom)|예수정(Ms. Jeong)|태항호(President Min's Subordinate)|정영기(Young Detective 1),연상호,superhero|telekinesis|psychokinesis|father daughter reunion|father daughter relationship|south korea|yongsan tragedy,https://image.tmdb.org/t/p/original/5LRL9cvVQl0Mne8CZslb5VNwY6v.jpg
인랑,2018-07-25,6994748173,0.8,897548,1085,2018,33,20170942,전체,37,인랑,2018-07-25,2018,4.8291,6.271,327,878|28|53|18,SF|액션|스릴러|드라마,139,늑대로 불린 인간병기,16723043,0,Lewis Pictures|Union Investment Partners|Warner Bros. Korea|Bandai Namco Arts|Huayi Tencent Entertainment,강동원(Im Joong-kyung)|한효주(Lee Yoon-hee)|김무열(Han Sang-woo)|정우성(Jang Jin-tae)|허준호(Lee Gi-seok)|한예리(Goo Mi-kyeong)|민호(Kim Cheol-jin)|신은수(The Girl with Red Hat)|정원중(Chief of the NPA Kim Myeong-bae)|Lee Dong-ha(Park Cheol-woo),김지운,civil war|dystopia|terrorist group|based on anime|elite squad|korea|inter-korean relations|korean reunification,https://image.tmdb.org/t/p/original/9kAjGEOLWF1FXZy5DgghdoCD4OO.jpg
레슬러,2018-05-09,6481379657,0.7,771141,957,2018,35,20177005,전체,832,레슬러,2018-05-09,2018,1.4277,6.667,15,35|10749,코미디|로맨스,110,전직 레슬러에서 프로 살림러가 된 지 20년  평화롭던 귀보씨의 일상이 유쾌하게 뒤집힌다!,0,0,Annapurna Films|Lotte Entertainment|DCG Plus,유해진(Gui-bo)|김민재(Sung-woong)|이성경(Ga-young)|성동일(Sung-soo)|진경(Mi-ra)|나문희(Gui-bo's Mother)|황우슬혜(Do-na)|박규영(So-young)|Lee Han-seo(Ji-young)|김태훈(Seung-hyuk),Kim Dae-woong,,https://image.tmdb.org/t/p/original/rMKJxoQ2HyrKNxTq7qy4R7fqEXQ.jpg
상류사회,2018-08-29,6313416163,0.7,768442,867,2018,36,20177537,전체,128,상류사회,2018-08-29,2018,4.0569,5.5,59,18,드라마,120,"가장 아름답지만 가장 추악한 곳, 그곳으로 들어간다",0,4300000,Hive Media Corp,박해일(Jang Tae-jun)|수애(Oh Su-yeon)|윤제문(Han Yong-seok)|라미란(Lee Hwa-ran)|이진욱(Shin Ji-ho)|김규선(Park Eun-ji)|Han Joo-young(Min Hyun-ah)|김강우(Baek Kwang-hyun)|장소연(Jo Young-sun)|박성훈(Jason),변혁,extramarital affair|chaebol,https://image.tmdb.org/t/p/original/6feljyK0fBrDDN6R2g61sSBJy2o.jpg
물괴,2018-09-12,6106452954,0.7,723622,1183,2018,37,20156554,전체,482,물괴,2018-09-12,2018,1.7385,6.48,203,28|27|18|14,액션|공포|드라마|판타지,105,놈이 깨어난다,0,5577666,Taewon Entertainment,김명민(Yun-gyeom)|김인권(Seong-han / Mulgoe (voice))|이혜리(Myeong-i)|최우식(Royal Court Officer Heo)|이경영(Sim-un)|박희순(King Jung-jong)|박성웅(Jin-yong)|이도경(Grandpa Song)|이규복(Mo-gae)|김중희(Mak-gae),Huh Jong-ho,giant monster|based on true story|palace intrigue|16th century|joseon dynasty (1392–1910),https://image.tmdb.org/t/p/original/mV0E3t1AtaYHlvM6HNOTJ1SmYjt.jpg
